Item Name,SKU,Categories,Permalink,Option Value 1,Description,Option Value 2,Option Value 3,Option Value 4,Reporting Category,Variation Name,Option Value 5,Option Value 6,Price
AI Summarize,ai.summarize.standard,Magnexis APIHub > Ai,api-ai-summarize,ai,"Condense long text into a concise, structured summary.",medium,none,free,Text Transform,standard,ai|standard,60,1.57
Forge Pulse Matrix Retail 0526 Strict,finance.gen-finance-forge-pulse-matrix-retail-0526.strict,Magnexis APIHub > Finance,api-finance-gen-finance-forge-pulse-matrix-retail-0526-strict,finance,Forge Pulse Matrix Retail 0526 orchestrates deterministic monitoring results for finance workflows in retail scenarios. Optimized for strict mode.,low,none,pro,Monitoring,strict,finance|forge,75,11.88
Forge Pulse Matrix Retail 0526 Creative,finance.gen-finance-forge-pulse-matrix-retail-0526.creative,Magnexis APIHub > Finance,api-finance-gen-finance-forge-pulse-matrix-retail-0526-creative,finance,Forge Pulse Matrix Retail 0526 orchestrates deterministic monitoring results for finance workflows in retail scenarios. Optimized for creative mode.,low,none,pro,Monitoring,creative,creative|finance,75,11.61
Forge Pulse Matrix Retail 0526 Compact,finance.gen-finance-forge-pulse-matrix-retail-0526.compact,Magnexis APIHub > Finance,api-finance-gen-finance-forge-pulse-matrix-retail-0526-compact,finance,Forge Pulse Matrix Retail 0526 orchestrates deterministic monitoring results for finance workflows in retail scenarios. Optimized for compact mode.,low,none,pro,Monitoring,compact,compact|finance,75,11.34
Forge Pulse Matrix Retail 0526 Verbose,finance.gen-finance-forge-pulse-matrix-retail-0526.verbose,Magnexis APIHub > Finance,api-finance-gen-finance-forge-pulse-matrix-retail-0526-verbose,finance,Forge Pulse Matrix Retail 0526 orchestrates deterministic monitoring results for finance workflows in retail scenarios. Optimized for verbose mode.,low,none,pro,Monitoring,verbose,finance|forge,75,11.54
Forge Pulse Matrix Retail 0526 Safe,finance.gen-finance-forge-pulse-matrix-retail-0526.safe,Magnexis APIHub > Finance,api-finance-gen-finance-forge-pulse-matrix-retail-0526-safe,finance,Forge Pulse Matrix Retail 0526 orchestrates deterministic monitoring results for finance workflows in retail scenarios. Optimized for safe mode.,low,none,pro,Monitoring,safe,finance|forge,75,11.70
Forge Pulse Matrix Retail 0526 Adaptive,finance.gen-finance-forge-pulse-matrix-retail-0526.adaptive,Magnexis APIHub > Finance,api-finance-gen-finance-forge-pulse-matrix-retail-0526-adaptive,finance,Forge Pulse Matrix Retail 0526 orchestrates deterministic monitoring results for finance workflows in retail scenarios. Optimized for adaptive mode.,low,none,pro,Monitoring,adaptive,adaptive|finance,75,11.96
Forge Pulse Matrix Retail 0526 Batch,finance.gen-finance-forge-pulse-matrix-retail-0526.batch,Magnexis APIHub > Finance,api-finance-gen-finance-forge-pulse-matrix-retail-0526-batch,finance,Forge Pulse Matrix Retail 0526 orchestrates deterministic monitoring results for finance workflows in retail scenarios. Optimized for batch mode.,low,none,pro,Monitoring,batch,batch|finance,75,12.08
Ember Pulse Matrix Retail 0527,security.gen-security-ember-pulse-matrix-retail-0527.standard,Magnexis APIHub > Security,api-security-gen-security-ember-pulse-matrix-retail-0527,security,Ember Pulse Matrix Retail 0527 orchestrates deterministic simulation results for security workflows in retail scenarios.,medium,none,free,Simulation,standard,ember|gen-526,60,11.88
Ember Pulse Matrix Retail 0527 Fast,security.gen-security-ember-pulse-matrix-retail-0527.fast,Magnexis APIHub > Security,api-security-gen-security-ember-pulse-matrix-retail-0527-fast,security,Ember Pulse Matrix Retail 0527 orchestrates deterministic simulation results for security workflows in retail scenarios. Optimized for fast mode.,medium,none,pro,Simulation,fast,ember|fast,45,11.40
Ember Pulse Matrix Retail 0527 Deep,security.gen-security-ember-pulse-matrix-retail-0527.deep,Magnexis APIHub > Security,api-security-gen-security-ember-pulse-matrix-retail-0527-deep,security,Ember Pulse Matrix Retail 0527 orchestrates deterministic simulation results for security workflows in retail scenarios. Optimized for deep mode.,medium,none,pro,Simulation,deep,deep|ember,45,12.21
Ember Pulse Matrix Retail 0527 Strict,security.gen-security-ember-pulse-matrix-retail-0527.strict,Magnexis APIHub > Security,api-security-gen-security-ember-pulse-matrix-retail-0527-strict,security,Ember Pulse Matrix Retail 0527 orchestrates deterministic simulation results for security workflows in retail scenarios. Optimized for strict mode.,medium,none,pro,Simulation,strict,ember|gen-526,45,11.67
Ember Pulse Matrix Retail 0527 Creative,security.gen-security-ember-pulse-matrix-retail-0527.creative,Magnexis APIHub > Security,api-security-gen-security-ember-pulse-matrix-retail-0527-creative,security,Ember Pulse Matrix Retail 0527 orchestrates deterministic simulation results for security workflows in retail scenarios. Optimized for creative mode.,medium,none,pro,Simulation,creative,creative|ember,45,11.55
Ember Pulse Matrix Retail 0527 Compact,security.gen-security-ember-pulse-matrix-retail-0527.compact,Magnexis APIHub > Security,api-security-gen-security-ember-pulse-matrix-retail-0527-compact,security,Ember Pulse Matrix Retail 0527 orchestrates deterministic simulation results for security workflows in retail scenarios. Optimized for compact mode.,medium,none,pro,Simulation,compact,compact|ember,45,11.86
Ember Pulse Matrix Retail 0527 Verbose,security.gen-security-ember-pulse-matrix-retail-0527.verbose,Magnexis APIHub > Security,api-security-gen-security-ember-pulse-matrix-retail-0527-verbose,security,Ember Pulse Matrix Retail 0527 orchestrates deterministic simulation results for security workflows in retail scenarios. Optimized for verbose mode.,medium,none,pro,Simulation,verbose,ember|gen-526,45,11.60
Ember Pulse Matrix Retail 0527 Safe,security.gen-security-ember-pulse-matrix-retail-0527.safe,Magnexis APIHub > Security,api-security-gen-security-ember-pulse-matrix-retail-0527-safe,security,Ember Pulse Matrix Retail 0527 orchestrates deterministic simulation results for security workflows in retail scenarios. Optimized for safe mode.,medium,none,pro,Simulation,safe,ember|gen-526,45,11.91
Ember Pulse Matrix Retail 0527 Adaptive,security.gen-security-ember-pulse-matrix-retail-0527.adaptive,Magnexis APIHub > Security,api-security-gen-security-ember-pulse-matrix-retail-0527-adaptive,security,Ember Pulse Matrix Retail 0527 orchestrates deterministic simulation results for security workflows in retail scenarios. Optimized for adaptive mode.,medium,none,pro,Simulation,adaptive,adaptive|ember,45,12.10
Ember Pulse Matrix Retail 0527 Batch,security.gen-security-ember-pulse-matrix-retail-0527.batch,Magnexis APIHub > Security,api-security-gen-security-ember-pulse-matrix-retail-0527-batch,security,Ember Pulse Matrix Retail 0527 orchestrates deterministic simulation results for security workflows in retail scenarios. Optimized for batch mode.,medium,none,pro,Simulation,batch,batch|ember,45,11.66
Spire Pulse Matrix Retail 0528,web.gen-web-spire-pulse-matrix-retail-0528.standard,Magnexis APIHub > Web,api-web-gen-web-spire-pulse-matrix-retail-0528,web,Spire Pulse Matrix Retail 0528 orchestrates deterministic optimization results for web workflows in retail scenarios.,high,none,pro,Optimization,standard,gen-527|magnexis,30,12.21
Spire Pulse Matrix Retail 0528 Fast,web.gen-web-spire-pulse-matrix-retail-0528.fast,Magnexis APIHub > Web,api-web-gen-web-spire-pulse-matrix-retail-0528-fast,web,Spire Pulse Matrix Retail 0528 orchestrates deterministic optimization results for web workflows in retail scenarios. Optimized for fast mode.,high,none,pro,Optimization,fast,fast|gen-527,20,11.51
Spire Pulse Matrix Retail 0528 Deep,web.gen-web-spire-pulse-matrix-retail-0528.deep,Magnexis APIHub > Web,api-web-gen-web-spire-pulse-matrix-retail-0528-deep,web,Spire Pulse Matrix Retail 0528 orchestrates deterministic optimization results for web workflows in retail scenarios. Optimized for deep mode.,high,none,pro,Optimization,deep,deep|gen-527,20,11.89
Spire Pulse Matrix Retail 0528 Strict,web.gen-web-spire-pulse-matrix-retail-0528.strict,Magnexis APIHub > Web,api-web-gen-web-spire-pulse-matrix-retail-0528-strict,web,Spire Pulse Matrix Retail 0528 orchestrates deterministic optimization results for web workflows in retail scenarios. Optimized for strict mode.,high,none,pro,Optimization,strict,gen-527|magnexis,20,12.46
Spire Pulse Matrix Retail 0528 Creative,web.gen-web-spire-pulse-matrix-retail-0528.creative,Magnexis APIHub > Web,api-web-gen-web-spire-pulse-matrix-retail-0528-creative,web,Spire Pulse Matrix Retail 0528 orchestrates deterministic optimization results for web workflows in retail scenarios. Optimized for creative mode.,high,none,pro,Optimization,creative,creative|gen-527,20,11.97
Spire Pulse Matrix Retail 0528 Compact,web.gen-web-spire-pulse-matrix-retail-0528.compact,Magnexis APIHub > Web,api-web-gen-web-spire-pulse-matrix-retail-0528-compact,web,Spire Pulse Matrix Retail 0528 orchestrates deterministic optimization results for web workflows in retail scenarios. Optimized for compact mode.,high,none,pro,Optimization,compact,compact|gen-527,20,12.22
Spire Pulse Matrix Retail 0528 Verbose,web.gen-web-spire-pulse-matrix-retail-0528.verbose,Magnexis APIHub > Web,api-web-gen-web-spire-pulse-matrix-retail-0528-verbose,web,Spire Pulse Matrix Retail 0528 orchestrates deterministic optimization results for web workflows in retail scenarios. Optimized for verbose mode.,high,none,pro,Optimization,verbose,gen-527|magnexis,20,12.19
Spire Pulse Matrix Retail 0528 Safe,web.gen-web-spire-pulse-matrix-retail-0528.safe,Magnexis APIHub > Web,api-web-gen-web-spire-pulse-matrix-retail-0528-safe,web,Spire Pulse Matrix Retail 0528 orchestrates deterministic optimization results for web workflows in retail scenarios. Optimized for safe mode.,high,none,pro,Optimization,safe,gen-527|magnexis,20,12.29
Spire Pulse Matrix Retail 0528 Adaptive,web.gen-web-spire-pulse-matrix-retail-0528.adaptive,Magnexis APIHub > Web,api-web-gen-web-spire-pulse-matrix-retail-0528-adaptive,web,Spire Pulse Matrix Retail 0528 orchestrates deterministic optimization results for web workflows in retail scenarios. Optimized for adaptive mode.,high,none,pro,Optimization,adaptive,adaptive|gen-527,20,11.77
Spire Pulse Matrix Retail 0528 Batch,web.gen-web-spire-pulse-matrix-retail-0528.batch,Magnexis APIHub > Web,api-web-gen-web-spire-pulse-matrix-retail-0528-batch,web,Spire Pulse Matrix Retail 0528 orchestrates deterministic optimization results for web workflows in retail scenarios. Optimized for batch mode.,high,none,pro,Optimization,batch,batch|gen-527,20,12.37
Aurora Stitch Matrix Retail 0529,media.gen-media-aurora-stitch-matrix-retail-0529.standard,Magnexis APIHub > Media,api-media-gen-media-aurora-stitch-matrix-retail-0529,media,Aurora Stitch Matrix Retail 0529 orchestrates deterministic orchestration results for media workflows in retail scenarios.,low,none,free,Orchestration,standard,aurora|gen-528,90,12.44
Aurora Stitch Matrix Retail 0529 Fast,media.gen-media-aurora-stitch-matrix-retail-0529.fast,Magnexis APIHub > Media,api-media-gen-media-aurora-stitch-matrix-retail-0529-fast,media,Aurora Stitch Matrix Retail 0529 orchestrates deterministic orchestration results for media workflows in retail scenarios. Optimized for fast mode.,low,none,pro,Orchestration,fast,aurora|fast,75,12.14
Aurora Stitch Matrix Retail 0529 Deep,media.gen-media-aurora-stitch-matrix-retail-0529.deep,Magnexis APIHub > Media,api-media-gen-media-aurora-stitch-matrix-retail-0529-deep,media,Aurora Stitch Matrix Retail 0529 orchestrates deterministic orchestration results for media workflows in retail scenarios. Optimized for deep mode.,low,none,pro,Orchestration,deep,aurora|deep,75,11.94
Aurora Stitch Matrix Retail 0529 Strict,media.gen-media-aurora-stitch-matrix-retail-0529.strict,Magnexis APIHub > Media,api-media-gen-media-aurora-stitch-matrix-retail-0529-strict,media,Aurora Stitch Matrix Retail 0529 orchestrates deterministic orchestration results for media workflows in retail scenarios. Optimized for strict mode.,low,none,pro,Orchestration,strict,aurora|gen-528,75,11.66
Aurora Stitch Matrix Retail 0529 Creative,media.gen-media-aurora-stitch-matrix-retail-0529.creative,Magnexis APIHub > Media,api-media-gen-media-aurora-stitch-matrix-retail-0529-creative,media,Aurora Stitch Matrix Retail 0529 orchestrates deterministic orchestration results for media workflows in retail scenarios. Optimized for creative mode.,low,none,pro,Orchestration,creative,aurora|creative,75,11.71
Aurora Stitch Matrix Retail 0529 Compact,media.gen-media-aurora-stitch-matrix-retail-0529.compact,Magnexis APIHub > Media,api-media-gen-media-aurora-stitch-matrix-retail-0529-compact,media,Aurora Stitch Matrix Retail 0529 orchestrates deterministic orchestration results for media workflows in retail scenarios. Optimized for compact mode.,low,none,pro,Orchestration,compact,aurora|compact,75,12.26
Aurora Stitch Matrix Retail 0529 Verbose,media.gen-media-aurora-stitch-matrix-retail-0529.verbose,Magnexis APIHub > Media,api-media-gen-media-aurora-stitch-matrix-retail-0529-verbose,media,Aurora Stitch Matrix Retail 0529 orchestrates deterministic orchestration results for media workflows in retail scenarios. Optimized for verbose mode.,low,none,pro,Orchestration,verbose,aurora|gen-528,75,12.11
Aurora Stitch Matrix Retail 0529 Safe,media.gen-media-aurora-stitch-matrix-retail-0529.safe,Magnexis APIHub > Media,api-media-gen-media-aurora-stitch-matrix-retail-0529-safe,media,Aurora Stitch Matrix Retail 0529 orchestrates deterministic orchestration results for media workflows in retail scenarios. Optimized for safe mode.,low,none,pro,Orchestration,safe,aurora|gen-528,75,11.69
Aurora Stitch Matrix Retail 0529 Adaptive,media.gen-media-aurora-stitch-matrix-retail-0529.adaptive,Magnexis APIHub > Media,api-media-gen-media-aurora-stitch-matrix-retail-0529-adaptive,media,Aurora Stitch Matrix Retail 0529 orchestrates deterministic orchestration results for media workflows in retail scenarios. Optimized for adaptive mode.,low,none,pro,Orchestration,adaptive,adaptive|aurora,75,11.92
Aurora Stitch Matrix Retail 0529 Batch,media.gen-media-aurora-stitch-matrix-retail-0529.batch,Magnexis APIHub > Media,api-media-gen-media-aurora-stitch-matrix-retail-0529-batch,media,Aurora Stitch Matrix Retail 0529 orchestrates deterministic orchestration results for media workflows in retail scenarios. Optimized for batch mode.,low,none,pro,Orchestration,batch,aurora|batch,75,12.12
Lattice Stitch Matrix Retail 0530,game.gen-game-lattice-stitch-matrix-retail-0530.standard,Magnexis APIHub > Game,api-game-gen-game-lattice-stitch-matrix-retail-0530,game,Lattice Stitch Matrix Retail 0530 orchestrates deterministic diagnostic results for game workflows in retail scenarios.,medium,none,free,Diagnostic,standard,diagnostic|game,60,12.46
Lattice Stitch Matrix Retail 0530 Fast,game.gen-game-lattice-stitch-matrix-retail-0530.fast,Magnexis APIHub > Game,api-game-gen-game-lattice-stitch-matrix-retail-0530-fast,game,Lattice Stitch Matrix Retail 0530 orchestrates deterministic diagnostic results for game workflows in retail scenarios. Optimized for fast mode.,medium,none,pro,Diagnostic,fast,diagnostic|fast,45,11.93
Lattice Stitch Matrix Retail 0530 Deep,game.gen-game-lattice-stitch-matrix-retail-0530.deep,Magnexis APIHub > Game,api-game-gen-game-lattice-stitch-matrix-retail-0530-deep,game,Lattice Stitch Matrix Retail 0530 orchestrates deterministic diagnostic results for game workflows in retail scenarios. Optimized for deep mode.,medium,none,pro,Diagnostic,deep,deep|diagnostic,45,11.85
Lattice Stitch Matrix Retail 0530 Strict,game.gen-game-lattice-stitch-matrix-retail-0530.strict,Magnexis APIHub > Game,api-game-gen-game-lattice-stitch-matrix-retail-0530-strict,game,Lattice Stitch Matrix Retail 0530 orchestrates deterministic diagnostic results for game workflows in retail scenarios. Optimized for strict mode.,medium,none,pro,Diagnostic,strict,diagnostic|game,45,12.66
Lattice Stitch Matrix Retail 0530 Creative,game.gen-game-lattice-stitch-matrix-retail-0530.creative,Magnexis APIHub > Game,api-game-gen-game-lattice-stitch-matrix-retail-0530-creative,game,Lattice Stitch Matrix Retail 0530 orchestrates deterministic diagnostic results for game workflows in retail scenarios. Optimized for creative mode.,medium,none,pro,Diagnostic,creative,creative|diagnostic,45,12.12
Lattice Stitch Matrix Retail 0530 Compact,game.gen-game-lattice-stitch-matrix-retail-0530.compact,Magnexis APIHub > Game,api-game-gen-game-lattice-stitch-matrix-retail-0530-compact,game,Lattice Stitch Matrix Retail 0530 orchestrates deterministic diagnostic results for game workflows in retail scenarios. Optimized for compact mode.,medium,none,pro,Diagnostic,compact,compact|diagnostic,45,11.92
Lattice Stitch Matrix Retail 0530 Verbose,game.gen-game-lattice-stitch-matrix-retail-0530.verbose,Magnexis APIHub > Game,api-game-gen-game-lattice-stitch-matrix-retail-0530-verbose,game,Lattice Stitch Matrix Retail 0530 orchestrates deterministic diagnostic results for game workflows in retail scenarios. Optimized for verbose mode.,medium,none,pro,Diagnostic,verbose,diagnostic|game,45,11.87
Lattice Stitch Matrix Retail 0530 Safe,game.gen-game-lattice-stitch-matrix-retail-0530.safe,Magnexis APIHub > Game,api-game-gen-game-lattice-stitch-matrix-retail-0530-safe,game,Lattice Stitch Matrix Retail 0530 orchestrates deterministic diagnostic results for game workflows in retail scenarios. Optimized for safe mode.,medium,none,pro,Diagnostic,safe,diagnostic|game,45,12.54
