Item Name,SKU,Categories,Permalink,Option Value 1,Description,Option Value 2,Option Value 3,Option Value 4,Reporting Category,Variation Name,Option Value 5,Option Value 6,Price
Spire Blend Ledger Retail 0656 Creative,finance.gen-finance-spire-blend-ledger-retail-0656.creative,Magnexis APIHub > Finance,api-finance-gen-finance-spire-blend-ledger-retail-0656-creative,finance,Spire Blend Ledger Retail 0656 orchestrates deterministic routing results for finance workflows in retail scenarios. Optimized for creative mode.,medium,none,pro,Routing,creative,blend|creative,45,24.70
Aurora Stitch Schema Retail 1297 Verbose,game.gen-game-aurora-stitch-schema-retail-1297.verbose,Magnexis APIHub > Game,api-game-gen-game-aurora-stitch-schema-retail-1297-verbose,game,Aurora Stitch Schema Retail 1297 orchestrates deterministic orchestration results for game workflows in retail scenarios. Optimized for verbose mode.,low,none,pro,Orchestration,verbose,aurora|game,75,38.56
Aurora Stitch Schema Retail 1297 Safe,game.gen-game-aurora-stitch-schema-retail-1297.safe,Magnexis APIHub > Game,api-game-gen-game-aurora-stitch-schema-retail-1297-safe,game,Aurora Stitch Schema Retail 1297 orchestrates deterministic orchestration results for game workflows in retail scenarios. Optimized for safe mode.,low,none,pro,Orchestration,safe,aurora|game,75,39.12
Aurora Stitch Schema Retail 1297 Adaptive,game.gen-game-aurora-stitch-schema-retail-1297.adaptive,Magnexis APIHub > Game,api-game-gen-game-aurora-stitch-schema-retail-1297-adaptive,game,Aurora Stitch Schema Retail 1297 orchestrates deterministic orchestration results for game workflows in retail scenarios. Optimized for adaptive mode.,low,none,pro,Orchestration,adaptive,adaptive|aurora,75,38.61
Aurora Stitch Schema Retail 1297 Batch,game.gen-game-aurora-stitch-schema-retail-1297.batch,Magnexis APIHub > Game,api-game-gen-game-aurora-stitch-schema-retail-1297-batch,game,Aurora Stitch Schema Retail 1297 orchestrates deterministic orchestration results for game workflows in retail scenarios. Optimized for batch mode.,low,none,pro,Orchestration,batch,aurora|batch,75,39.25
Lattice Stitch Schema Retail 1298,sim.gen-sim-lattice-stitch-schema-retail-1298.standard,Magnexis APIHub > Sim,api-sim-gen-sim-lattice-stitch-schema-retail-1298,sim,Lattice Stitch Schema Retail 1298 orchestrates deterministic diagnostic results for sim workflows in retail scenarios.,medium,none,free,Diagnostic,standard,diagnostic|gen-297,60,38.81
Lattice Stitch Schema Retail 1298 Fast,sim.gen-sim-lattice-stitch-schema-retail-1298.fast,Magnexis APIHub > Sim,api-sim-gen-sim-lattice-stitch-schema-retail-1298-fast,sim,Lattice Stitch Schema Retail 1298 orchestrates deterministic diagnostic results for sim workflows in retail scenarios. Optimized for fast mode.,medium,none,pro,Diagnostic,fast,diagnostic|fast,45,39.30
Lattice Stitch Schema Retail 1298 Deep,sim.gen-sim-lattice-stitch-schema-retail-1298.deep,Magnexis APIHub > Sim,api-sim-gen-sim-lattice-stitch-schema-retail-1298-deep,sim,Lattice Stitch Schema Retail 1298 orchestrates deterministic diagnostic results for sim workflows in retail scenarios. Optimized for deep mode.,medium,none,pro,Diagnostic,deep,deep|diagnostic,45,38.86
Lattice Stitch Schema Retail 1298 Strict,sim.gen-sim-lattice-stitch-schema-retail-1298.strict,Magnexis APIHub > Sim,api-sim-gen-sim-lattice-stitch-schema-retail-1298-strict,sim,Lattice Stitch Schema Retail 1298 orchestrates deterministic diagnostic results for sim workflows in retail scenarios. Optimized for strict mode.,medium,none,pro,Diagnostic,strict,diagnostic|gen-297,45,39.00
Lattice Stitch Schema Retail 1298 Creative,sim.gen-sim-lattice-stitch-schema-retail-1298.creative,Magnexis APIHub > Sim,api-sim-gen-sim-lattice-stitch-schema-retail-1298-creative,sim,Lattice Stitch Schema Retail 1298 orchestrates deterministic diagnostic results for sim workflows in retail scenarios. Optimized for creative mode.,medium,none,pro,Diagnostic,creative,creative|diagnostic,45,39.42
Lattice Stitch Schema Retail 1298 Compact,sim.gen-sim-lattice-stitch-schema-retail-1298.compact,Magnexis APIHub > Sim,api-sim-gen-sim-lattice-stitch-schema-retail-1298-compact,sim,Lattice Stitch Schema Retail 1298 orchestrates deterministic diagnostic results for sim workflows in retail scenarios. Optimized for compact mode.,medium,none,pro,Diagnostic,compact,compact|diagnostic,45,38.69
Lattice Stitch Schema Retail 1298 Verbose,sim.gen-sim-lattice-stitch-schema-retail-1298.verbose,Magnexis APIHub > Sim,api-sim-gen-sim-lattice-stitch-schema-retail-1298-verbose,sim,Lattice Stitch Schema Retail 1298 orchestrates deterministic diagnostic results for sim workflows in retail scenarios. Optimized for verbose mode.,medium,none,pro,Diagnostic,verbose,diagnostic|gen-297,45,39.23
Lattice Stitch Schema Retail 1298 Safe,sim.gen-sim-lattice-stitch-schema-retail-1298.safe,Magnexis APIHub > Sim,api-sim-gen-sim-lattice-stitch-schema-retail-1298-safe,sim,Lattice Stitch Schema Retail 1298 orchestrates deterministic diagnostic results for sim workflows in retail scenarios. Optimized for safe mode.,medium,none,pro,Diagnostic,safe,diagnostic|gen-297,45,38.70
Lattice Stitch Schema Retail 1298 Adaptive,sim.gen-sim-lattice-stitch-schema-retail-1298.adaptive,Magnexis APIHub > Sim,api-sim-gen-sim-lattice-stitch-schema-retail-1298-adaptive,sim,Lattice Stitch Schema Retail 1298 orchestrates deterministic diagnostic results for sim workflows in retail scenarios. Optimized for adaptive mode.,medium,none,pro,Diagnostic,adaptive,adaptive|diagnostic,45,39.39
Lattice Stitch Schema Retail 1298 Batch,sim.gen-sim-lattice-stitch-schema-retail-1298.batch,Magnexis APIHub > Sim,api-sim-gen-sim-lattice-stitch-schema-retail-1298-batch,sim,Lattice Stitch Schema Retail 1298 orchestrates deterministic diagnostic results for sim workflows in retail scenarios. Optimized for batch mode.,medium,none,pro,Diagnostic,batch,batch|diagnostic,45,39.15
Vector Stitch Schema Retail 1299,edu.gen-edu-vector-stitch-schema-retail-1299.standard,Magnexis APIHub > Edu,api-edu-gen-edu-vector-stitch-schema-retail-1299,edu,Vector Stitch Schema Retail 1299 orchestrates deterministic enrichment results for edu workflows in retail scenarios.,high,none,pro,Enrichment,standard,edu|enrichment,30,39.00
Vector Stitch Schema Retail 1299 Fast,edu.gen-edu-vector-stitch-schema-retail-1299.fast,Magnexis APIHub > Edu,api-edu-gen-edu-vector-stitch-schema-retail-1299-fast,edu,Vector Stitch Schema Retail 1299 orchestrates deterministic enrichment results for edu workflows in retail scenarios. Optimized for fast mode.,high,none,pro,Enrichment,fast,edu|enrichment,20,38.66
Vector Stitch Schema Retail 1299 Deep,edu.gen-edu-vector-stitch-schema-retail-1299.deep,Magnexis APIHub > Edu,api-edu-gen-edu-vector-stitch-schema-retail-1299-deep,edu,Vector Stitch Schema Retail 1299 orchestrates deterministic enrichment results for edu workflows in retail scenarios. Optimized for deep mode.,high,none,pro,Enrichment,deep,deep|edu,20,38.84
Vector Stitch Schema Retail 1299 Strict,edu.gen-edu-vector-stitch-schema-retail-1299.strict,Magnexis APIHub > Edu,api-edu-gen-edu-vector-stitch-schema-retail-1299-strict,edu,Vector Stitch Schema Retail 1299 orchestrates deterministic enrichment results for edu workflows in retail scenarios. Optimized for strict mode.,high,none,pro,Enrichment,strict,edu|enrichment,20,39.55
Vector Stitch Schema Retail 1299 Creative,edu.gen-edu-vector-stitch-schema-retail-1299.creative,Magnexis APIHub > Edu,api-edu-gen-edu-vector-stitch-schema-retail-1299-creative,edu,Vector Stitch Schema Retail 1299 orchestrates deterministic enrichment results for edu workflows in retail scenarios. Optimized for creative mode.,high,none,pro,Enrichment,creative,creative|edu,20,39.54
Vector Stitch Schema Retail 1299 Compact,edu.gen-edu-vector-stitch-schema-retail-1299.compact,Magnexis APIHub > Edu,api-edu-gen-edu-vector-stitch-schema-retail-1299-compact,edu,Vector Stitch Schema Retail 1299 orchestrates deterministic enrichment results for edu workflows in retail scenarios. Optimized for compact mode.,high,none,pro,Enrichment,compact,compact|edu,20,38.71
Vector Stitch Schema Retail 1299 Verbose,edu.gen-edu-vector-stitch-schema-retail-1299.verbose,Magnexis APIHub > Edu,api-edu-gen-edu-vector-stitch-schema-retail-1299-verbose,edu,Vector Stitch Schema Retail 1299 orchestrates deterministic enrichment results for edu workflows in retail scenarios. Optimized for verbose mode.,high,none,pro,Enrichment,verbose,edu|enrichment,20,39.50
Vector Stitch Schema Retail 1299 Safe,edu.gen-edu-vector-stitch-schema-retail-1299.safe,Magnexis APIHub > Edu,api-edu-gen-edu-vector-stitch-schema-retail-1299-safe,edu,Vector Stitch Schema Retail 1299 orchestrates deterministic enrichment results for edu workflows in retail scenarios. Optimized for safe mode.,high,none,pro,Enrichment,safe,edu|enrichment,20,39.03
Vector Stitch Schema Retail 1299 Adaptive,edu.gen-edu-vector-stitch-schema-retail-1299.adaptive,Magnexis APIHub > Edu,api-edu-gen-edu-vector-stitch-schema-retail-1299-adaptive,edu,Vector Stitch Schema Retail 1299 orchestrates deterministic enrichment results for edu workflows in retail scenarios. Optimized for adaptive mode.,high,none,pro,Enrichment,adaptive,adaptive|edu,20,39.05
Vector Stitch Schema Retail 1299 Batch,edu.gen-edu-vector-stitch-schema-retail-1299.batch,Magnexis APIHub > Edu,api-edu-gen-edu-vector-stitch-schema-retail-1299-batch,edu,Vector Stitch Schema Retail 1299 orchestrates deterministic enrichment results for edu workflows in retail scenarios. Optimized for batch mode.,high,none,pro,Enrichment,batch,batch|edu,20,39.30
Signal Stitch Schema Retail 1300,utility.gen-utility-signal-stitch-schema-retail-1300.standard,Magnexis APIHub > Utility,api-utility-gen-utility-signal-stitch-schema-retail-1300,utility,Signal Stitch Schema Retail 1300 orchestrates deterministic forecasting results for utility workflows in retail scenarios.,low,none,free,Forecasting,standard,forecasting|gen-299,90,39.35
Signal Stitch Schema Retail 1300 Fast,utility.gen-utility-signal-stitch-schema-retail-1300.fast,Magnexis APIHub > Utility,api-utility-gen-utility-signal-stitch-schema-retail-1300-fast,utility,Signal Stitch Schema Retail 1300 orchestrates deterministic forecasting results for utility workflows in retail scenarios. Optimized for fast mode.,low,none,pro,Forecasting,fast,fast|forecasting,75,39.42
Signal Stitch Schema Retail 1300 Deep,utility.gen-utility-signal-stitch-schema-retail-1300.deep,Magnexis APIHub > Utility,api-utility-gen-utility-signal-stitch-schema-retail-1300-deep,utility,Signal Stitch Schema Retail 1300 orchestrates deterministic forecasting results for utility workflows in retail scenarios. Optimized for deep mode.,low,none,pro,Forecasting,deep,deep|forecasting,75,39.09
Signal Stitch Schema Retail 1300 Strict,utility.gen-utility-signal-stitch-schema-retail-1300.strict,Magnexis APIHub > Utility,api-utility-gen-utility-signal-stitch-schema-retail-1300-strict,utility,Signal Stitch Schema Retail 1300 orchestrates deterministic forecasting results for utility workflows in retail scenarios. Optimized for strict mode.,low,none,pro,Forecasting,strict,forecasting|gen-299,75,39.20
Signal Stitch Schema Retail 1300 Creative,utility.gen-utility-signal-stitch-schema-retail-1300.creative,Magnexis APIHub > Utility,api-utility-gen-utility-signal-stitch-schema-retail-1300-creative,utility,Signal Stitch Schema Retail 1300 orchestrates deterministic forecasting results for utility workflows in retail scenarios. Optimized for creative mode.,low,none,pro,Forecasting,creative,creative|forecasting,75,38.85
Signal Stitch Schema Retail 1300 Compact,utility.gen-utility-signal-stitch-schema-retail-1300.compact,Magnexis APIHub > Utility,api-utility-gen-utility-signal-stitch-schema-retail-1300-compact,utility,Signal Stitch Schema Retail 1300 orchestrates deterministic forecasting results for utility workflows in retail scenarios. Optimized for compact mode.,low,none,pro,Forecasting,compact,compact|forecasting,75,39.69
Signal Stitch Schema Retail 1300 Verbose,utility.gen-utility-signal-stitch-schema-retail-1300.verbose,Magnexis APIHub > Utility,api-utility-gen-utility-signal-stitch-schema-retail-1300-verbose,utility,Signal Stitch Schema Retail 1300 orchestrates deterministic forecasting results for utility workflows in retail scenarios. Optimized for verbose mode.,low,none,pro,Forecasting,verbose,forecasting|gen-299,75,39.32
Signal Stitch Schema Retail 1300 Safe,utility.gen-utility-signal-stitch-schema-retail-1300.safe,Magnexis APIHub > Utility,api-utility-gen-utility-signal-stitch-schema-retail-1300-safe,utility,Signal Stitch Schema Retail 1300 orchestrates deterministic forecasting results for utility workflows in retail scenarios. Optimized for safe mode.,low,none,pro,Forecasting,safe,forecasting|gen-299,75,39.27
Signal Stitch Schema Retail 1300 Adaptive,utility.gen-utility-signal-stitch-schema-retail-1300.adaptive,Magnexis APIHub > Utility,api-utility-gen-utility-signal-stitch-schema-retail-1300-adaptive,utility,Signal Stitch Schema Retail 1300 orchestrates deterministic forecasting results for utility workflows in retail scenarios. Optimized for adaptive mode.,low,none,pro,Forecasting,adaptive,adaptive|forecasting,75,38.82
Signal Stitch Schema Retail 1300 Batch,utility.gen-utility-signal-stitch-schema-retail-1300.batch,Magnexis APIHub > Utility,api-utility-gen-utility-signal-stitch-schema-retail-1300-batch,utility,Signal Stitch Schema Retail 1300 orchestrates deterministic forecasting results for utility workflows in retail scenarios. Optimized for batch mode.,low,none,pro,Forecasting,batch,batch|forecasting,75,39.27
Orbit Stitch Schema Retail 1301,ai.gen-ai-orbit-stitch-schema-retail-1301.standard,Magnexis APIHub > Ai,api-ai-gen-ai-orbit-stitch-schema-retail-1301,ai,Orbit Stitch Schema Retail 1301 orchestrates deterministic mapping results for ai workflows in retail scenarios.,medium,none,free,Mapping,standard,ai|gen-300,60,39.02
Orbit Stitch Schema Retail 1301 Fast,ai.gen-ai-orbit-stitch-schema-retail-1301.fast,Magnexis APIHub > Ai,api-ai-gen-ai-orbit-stitch-schema-retail-1301-fast,ai,Orbit Stitch Schema Retail 1301 orchestrates deterministic mapping results for ai workflows in retail scenarios. Optimized for fast mode.,medium,none,pro,Mapping,fast,ai|fast,45,39.51
Orbit Stitch Schema Retail 1301 Deep,ai.gen-ai-orbit-stitch-schema-retail-1301.deep,Magnexis APIHub > Ai,api-ai-gen-ai-orbit-stitch-schema-retail-1301-deep,ai,Orbit Stitch Schema Retail 1301 orchestrates deterministic mapping results for ai workflows in retail scenarios. Optimized for deep mode.,medium,none,pro,Mapping,deep,ai|deep,45,39.41
Orbit Stitch Schema Retail 1301 Strict,ai.gen-ai-orbit-stitch-schema-retail-1301.strict,Magnexis APIHub > Ai,api-ai-gen-ai-orbit-stitch-schema-retail-1301-strict,ai,Orbit Stitch Schema Retail 1301 orchestrates deterministic mapping results for ai workflows in retail scenarios. Optimized for strict mode.,medium,none,pro,Mapping,strict,ai|gen-300,45,39.71
Orbit Stitch Schema Retail 1301 Creative,ai.gen-ai-orbit-stitch-schema-retail-1301.creative,Magnexis APIHub > Ai,api-ai-gen-ai-orbit-stitch-schema-retail-1301-creative,ai,Orbit Stitch Schema Retail 1301 orchestrates deterministic mapping results for ai workflows in retail scenarios. Optimized for creative mode.,medium,none,pro,Mapping,creative,ai|creative,45,39.79
Orbit Stitch Schema Retail 1301 Compact,ai.gen-ai-orbit-stitch-schema-retail-1301.compact,Magnexis APIHub > Ai,api-ai-gen-ai-orbit-stitch-schema-retail-1301-compact,ai,Orbit Stitch Schema Retail 1301 orchestrates deterministic mapping results for ai workflows in retail scenarios. Optimized for compact mode.,medium,none,pro,Mapping,compact,ai|compact,45,39.11
Orbit Stitch Schema Retail 1301 Verbose,ai.gen-ai-orbit-stitch-schema-retail-1301.verbose,Magnexis APIHub > Ai,api-ai-gen-ai-orbit-stitch-schema-retail-1301-verbose,ai,Orbit Stitch Schema Retail 1301 orchestrates deterministic mapping results for ai workflows in retail scenarios. Optimized for verbose mode.,medium,none,pro,Mapping,verbose,ai|gen-300,45,39.55
