Item Name,SKU,Categories,Permalink,Option Value 1,Description,Option Value 2,Option Value 3,Option Value 4,Reporting Category,Variation Name,Option Value 5,Option Value 6,Price
Spire Weave Vector Retail 2112 Compact,finance.gen-finance-spire-weave-vector-retail-2112.compact,Magnexis APIHub > Finance,api-finance-gen-finance-spire-weave-vector-retail-2112-compact,finance,Spire Weave Vector Retail 2112 orchestrates deterministic optimization results for finance workflows in retail scenarios. Optimized for compact mode.,high,none,pro,Optimization,compact,compact|finance,20,20.10
Spire Weave Vector Retail 2112 Verbose,finance.gen-finance-spire-weave-vector-retail-2112.verbose,Magnexis APIHub > Finance,api-finance-gen-finance-spire-weave-vector-retail-2112-verbose,finance,Spire Weave Vector Retail 2112 orchestrates deterministic optimization results for finance workflows in retail scenarios. Optimized for verbose mode.,high,none,pro,Optimization,verbose,finance|gen-111,20,20.72
Spire Weave Vector Retail 2112 Safe,finance.gen-finance-spire-weave-vector-retail-2112.safe,Magnexis APIHub > Finance,api-finance-gen-finance-spire-weave-vector-retail-2112-safe,finance,Spire Weave Vector Retail 2112 orchestrates deterministic optimization results for finance workflows in retail scenarios. Optimized for safe mode.,high,none,pro,Optimization,safe,finance|gen-111,20,20.13
Spire Weave Vector Retail 2112 Adaptive,finance.gen-finance-spire-weave-vector-retail-2112.adaptive,Magnexis APIHub > Finance,api-finance-gen-finance-spire-weave-vector-retail-2112-adaptive,finance,Spire Weave Vector Retail 2112 orchestrates deterministic optimization results for finance workflows in retail scenarios. Optimized for adaptive mode.,high,none,pro,Optimization,adaptive,adaptive|finance,20,20.41
Spire Weave Vector Retail 2112 Batch,finance.gen-finance-spire-weave-vector-retail-2112.batch,Magnexis APIHub > Finance,api-finance-gen-finance-spire-weave-vector-retail-2112-batch,finance,Spire Weave Vector Retail 2112 orchestrates deterministic optimization results for finance workflows in retail scenarios. Optimized for batch mode.,high,none,pro,Optimization,batch,batch|finance,20,20.08
Aurora Map Horizon Retail 2113,security.gen-security-aurora-map-horizon-retail-2113.standard,Magnexis APIHub > Security,api-security-gen-security-aurora-map-horizon-retail-2113,security,Aurora Map Horizon Retail 2113 orchestrates deterministic orchestration results for security workflows in retail scenarios.,low,none,free,Orchestration,standard,aurora|gen-112,90,20.53
Aurora Map Horizon Retail 2113 Fast,security.gen-security-aurora-map-horizon-retail-2113.fast,Magnexis APIHub > Security,api-security-gen-security-aurora-map-horizon-retail-2113-fast,security,Aurora Map Horizon Retail 2113 orchestrates deterministic orchestration results for security workflows in retail scenarios. Optimized for fast mode.,low,none,pro,Orchestration,fast,aurora|fast,75,20.71
Aurora Map Horizon Retail 2113 Deep,security.gen-security-aurora-map-horizon-retail-2113.deep,Magnexis APIHub > Security,api-security-gen-security-aurora-map-horizon-retail-2113-deep,security,Aurora Map Horizon Retail 2113 orchestrates deterministic orchestration results for security workflows in retail scenarios. Optimized for deep mode.,low,none,pro,Orchestration,deep,aurora|deep,75,20.37
Aurora Map Horizon Retail 2113 Strict,security.gen-security-aurora-map-horizon-retail-2113.strict,Magnexis APIHub > Security,api-security-gen-security-aurora-map-horizon-retail-2113-strict,security,Aurora Map Horizon Retail 2113 orchestrates deterministic orchestration results for security workflows in retail scenarios. Optimized for strict mode.,low,none,pro,Orchestration,strict,aurora|gen-112,75,20.72
Aurora Map Horizon Retail 2113 Creative,security.gen-security-aurora-map-horizon-retail-2113.creative,Magnexis APIHub > Security,api-security-gen-security-aurora-map-horizon-retail-2113-creative,security,Aurora Map Horizon Retail 2113 orchestrates deterministic orchestration results for security workflows in retail scenarios. Optimized for creative mode.,low,none,pro,Orchestration,creative,aurora|creative,75,20.38
Aurora Map Horizon Retail 2113 Compact,security.gen-security-aurora-map-horizon-retail-2113.compact,Magnexis APIHub > Security,api-security-gen-security-aurora-map-horizon-retail-2113-compact,security,Aurora Map Horizon Retail 2113 orchestrates deterministic orchestration results for security workflows in retail scenarios. Optimized for compact mode.,low,none,pro,Orchestration,compact,aurora|compact,75,20.30
Aurora Map Horizon Retail 2113 Verbose,security.gen-security-aurora-map-horizon-retail-2113.verbose,Magnexis APIHub > Security,api-security-gen-security-aurora-map-horizon-retail-2113-verbose,security,Aurora Map Horizon Retail 2113 orchestrates deterministic orchestration results for security workflows in retail scenarios. Optimized for verbose mode.,low,none,pro,Orchestration,verbose,aurora|gen-112,75,20.30
Aurora Map Horizon Retail 2113 Safe,security.gen-security-aurora-map-horizon-retail-2113.safe,Magnexis APIHub > Security,api-security-gen-security-aurora-map-horizon-retail-2113-safe,security,Aurora Map Horizon Retail 2113 orchestrates deterministic orchestration results for security workflows in retail scenarios. Optimized for safe mode.,low,none,pro,Orchestration,safe,aurora|gen-112,75,20.32
Aurora Map Horizon Retail 2113 Adaptive,security.gen-security-aurora-map-horizon-retail-2113.adaptive,Magnexis APIHub > Security,api-security-gen-security-aurora-map-horizon-retail-2113-adaptive,security,Aurora Map Horizon Retail 2113 orchestrates deterministic orchestration results for security workflows in retail scenarios. Optimized for adaptive mode.,low,none,pro,Orchestration,adaptive,adaptive|aurora,75,20.94
Aurora Map Horizon Retail 2113 Batch,security.gen-security-aurora-map-horizon-retail-2113.batch,Magnexis APIHub > Security,api-security-gen-security-aurora-map-horizon-retail-2113-batch,security,Aurora Map Horizon Retail 2113 orchestrates deterministic orchestration results for security workflows in retail scenarios. Optimized for batch mode.,low,none,pro,Orchestration,batch,aurora|batch,75,20.56
Lattice Map Horizon Retail 2114,web.gen-web-lattice-map-horizon-retail-2114.standard,Magnexis APIHub > Web,api-web-gen-web-lattice-map-horizon-retail-2114,web,Lattice Map Horizon Retail 2114 orchestrates deterministic diagnostic results for web workflows in retail scenarios.,medium,none,free,Diagnostic,standard,diagnostic|gen-113,60,20.37
Lattice Map Horizon Retail 2114 Fast,web.gen-web-lattice-map-horizon-retail-2114.fast,Magnexis APIHub > Web,api-web-gen-web-lattice-map-horizon-retail-2114-fast,web,Lattice Map Horizon Retail 2114 orchestrates deterministic diagnostic results for web workflows in retail scenarios. Optimized for fast mode.,medium,none,pro,Diagnostic,fast,diagnostic|fast,45,20.74
Lattice Map Horizon Retail 2114 Deep,web.gen-web-lattice-map-horizon-retail-2114.deep,Magnexis APIHub > Web,api-web-gen-web-lattice-map-horizon-retail-2114-deep,web,Lattice Map Horizon Retail 2114 orchestrates deterministic diagnostic results for web workflows in retail scenarios. Optimized for deep mode.,medium,none,pro,Diagnostic,deep,deep|diagnostic,45,20.72
Lattice Map Horizon Retail 2114 Strict,web.gen-web-lattice-map-horizon-retail-2114.strict,Magnexis APIHub > Web,api-web-gen-web-lattice-map-horizon-retail-2114-strict,web,Lattice Map Horizon Retail 2114 orchestrates deterministic diagnostic results for web workflows in retail scenarios. Optimized for strict mode.,medium,none,pro,Diagnostic,strict,diagnostic|gen-113,45,21.00
Lattice Map Horizon Retail 2114 Creative,web.gen-web-lattice-map-horizon-retail-2114.creative,Magnexis APIHub > Web,api-web-gen-web-lattice-map-horizon-retail-2114-creative,web,Lattice Map Horizon Retail 2114 orchestrates deterministic diagnostic results for web workflows in retail scenarios. Optimized for creative mode.,medium,none,pro,Diagnostic,creative,creative|diagnostic,45,20.38
Lattice Map Horizon Retail 2114 Compact,web.gen-web-lattice-map-horizon-retail-2114.compact,Magnexis APIHub > Web,api-web-gen-web-lattice-map-horizon-retail-2114-compact,web,Lattice Map Horizon Retail 2114 orchestrates deterministic diagnostic results for web workflows in retail scenarios. Optimized for compact mode.,medium,none,pro,Diagnostic,compact,compact|diagnostic,45,20.82
Lattice Map Horizon Retail 2114 Verbose,web.gen-web-lattice-map-horizon-retail-2114.verbose,Magnexis APIHub > Web,api-web-gen-web-lattice-map-horizon-retail-2114-verbose,web,Lattice Map Horizon Retail 2114 orchestrates deterministic diagnostic results for web workflows in retail scenarios. Optimized for verbose mode.,medium,none,pro,Diagnostic,verbose,diagnostic|gen-113,45,20.75
Lattice Map Horizon Retail 2114 Safe,web.gen-web-lattice-map-horizon-retail-2114.safe,Magnexis APIHub > Web,api-web-gen-web-lattice-map-horizon-retail-2114-safe,web,Lattice Map Horizon Retail 2114 orchestrates deterministic diagnostic results for web workflows in retail scenarios. Optimized for safe mode.,medium,none,pro,Diagnostic,safe,diagnostic|gen-113,45,20.83
Lattice Map Horizon Retail 2114 Adaptive,web.gen-web-lattice-map-horizon-retail-2114.adaptive,Magnexis APIHub > Web,api-web-gen-web-lattice-map-horizon-retail-2114-adaptive,web,Lattice Map Horizon Retail 2114 orchestrates deterministic diagnostic results for web workflows in retail scenarios. Optimized for adaptive mode.,medium,none,pro,Diagnostic,adaptive,adaptive|diagnostic,45,20.42
Lattice Map Horizon Retail 2114 Batch,web.gen-web-lattice-map-horizon-retail-2114.batch,Magnexis APIHub > Web,api-web-gen-web-lattice-map-horizon-retail-2114-batch,web,Lattice Map Horizon Retail 2114 orchestrates deterministic diagnostic results for web workflows in retail scenarios. Optimized for batch mode.,medium,none,pro,Diagnostic,batch,batch|diagnostic,45,21.02
Vector Map Horizon Retail 2115,media.gen-media-vector-map-horizon-retail-2115.standard,Magnexis APIHub > Media,api-media-gen-media-vector-map-horizon-retail-2115,media,Vector Map Horizon Retail 2115 orchestrates deterministic enrichment results for media workflows in retail scenarios.,high,none,pro,Enrichment,standard,enrichment|gen-114,30,20.76
Vector Map Horizon Retail 2115 Fast,media.gen-media-vector-map-horizon-retail-2115.fast,Magnexis APIHub > Media,api-media-gen-media-vector-map-horizon-retail-2115-fast,media,Vector Map Horizon Retail 2115 orchestrates deterministic enrichment results for media workflows in retail scenarios. Optimized for fast mode.,high,none,pro,Enrichment,fast,enrichment|fast,20,20.87
Vector Map Horizon Retail 2115 Deep,media.gen-media-vector-map-horizon-retail-2115.deep,Magnexis APIHub > Media,api-media-gen-media-vector-map-horizon-retail-2115-deep,media,Vector Map Horizon Retail 2115 orchestrates deterministic enrichment results for media workflows in retail scenarios. Optimized for deep mode.,high,none,pro,Enrichment,deep,deep|enrichment,20,20.58
Vector Map Horizon Retail 2115 Strict,media.gen-media-vector-map-horizon-retail-2115.strict,Magnexis APIHub > Media,api-media-gen-media-vector-map-horizon-retail-2115-strict,media,Vector Map Horizon Retail 2115 orchestrates deterministic enrichment results for media workflows in retail scenarios. Optimized for strict mode.,high,none,pro,Enrichment,strict,enrichment|gen-114,20,20.25
Vector Map Horizon Retail 2115 Creative,media.gen-media-vector-map-horizon-retail-2115.creative,Magnexis APIHub > Media,api-media-gen-media-vector-map-horizon-retail-2115-creative,media,Vector Map Horizon Retail 2115 orchestrates deterministic enrichment results for media workflows in retail scenarios. Optimized for creative mode.,high,none,pro,Enrichment,creative,creative|enrichment,20,20.45
Vector Map Horizon Retail 2115 Compact,media.gen-media-vector-map-horizon-retail-2115.compact,Magnexis APIHub > Media,api-media-gen-media-vector-map-horizon-retail-2115-compact,media,Vector Map Horizon Retail 2115 orchestrates deterministic enrichment results for media workflows in retail scenarios. Optimized for compact mode.,high,none,pro,Enrichment,compact,compact|enrichment,20,20.42
Vector Map Horizon Retail 2115 Verbose,media.gen-media-vector-map-horizon-retail-2115.verbose,Magnexis APIHub > Media,api-media-gen-media-vector-map-horizon-retail-2115-verbose,media,Vector Map Horizon Retail 2115 orchestrates deterministic enrichment results for media workflows in retail scenarios. Optimized for verbose mode.,high,none,pro,Enrichment,verbose,enrichment|gen-114,20,20.84
Vector Map Horizon Retail 2115 Safe,media.gen-media-vector-map-horizon-retail-2115.safe,Magnexis APIHub > Media,api-media-gen-media-vector-map-horizon-retail-2115-safe,media,Vector Map Horizon Retail 2115 orchestrates deterministic enrichment results for media workflows in retail scenarios. Optimized for safe mode.,high,none,pro,Enrichment,safe,enrichment|gen-114,20,20.54
Vector Map Horizon Retail 2115 Adaptive,media.gen-media-vector-map-horizon-retail-2115.adaptive,Magnexis APIHub > Media,api-media-gen-media-vector-map-horizon-retail-2115-adaptive,media,Vector Map Horizon Retail 2115 orchestrates deterministic enrichment results for media workflows in retail scenarios. Optimized for adaptive mode.,high,none,pro,Enrichment,adaptive,adaptive|enrichment,20,20.56
Vector Map Horizon Retail 2115 Batch,media.gen-media-vector-map-horizon-retail-2115.batch,Magnexis APIHub > Media,api-media-gen-media-vector-map-horizon-retail-2115-batch,media,Vector Map Horizon Retail 2115 orchestrates deterministic enrichment results for media workflows in retail scenarios. Optimized for batch mode.,high,none,pro,Enrichment,batch,batch|enrichment,20,20.71
Signal Map Horizon Retail 2116,game.gen-game-signal-map-horizon-retail-2116.standard,Magnexis APIHub > Game,api-game-gen-game-signal-map-horizon-retail-2116,game,Signal Map Horizon Retail 2116 orchestrates deterministic forecasting results for game workflows in retail scenarios.,low,none,free,Forecasting,standard,forecasting|game,90,20.37
Signal Map Horizon Retail 2116 Fast,game.gen-game-signal-map-horizon-retail-2116.fast,Magnexis APIHub > Game,api-game-gen-game-signal-map-horizon-retail-2116-fast,game,Signal Map Horizon Retail 2116 orchestrates deterministic forecasting results for game workflows in retail scenarios. Optimized for fast mode.,low,none,pro,Forecasting,fast,fast|forecasting,75,20.57
Signal Map Horizon Retail 2116 Deep,game.gen-game-signal-map-horizon-retail-2116.deep,Magnexis APIHub > Game,api-game-gen-game-signal-map-horizon-retail-2116-deep,game,Signal Map Horizon Retail 2116 orchestrates deterministic forecasting results for game workflows in retail scenarios. Optimized for deep mode.,low,none,pro,Forecasting,deep,deep|forecasting,75,20.69
Signal Map Horizon Retail 2116 Strict,game.gen-game-signal-map-horizon-retail-2116.strict,Magnexis APIHub > Game,api-game-gen-game-signal-map-horizon-retail-2116-strict,game,Signal Map Horizon Retail 2116 orchestrates deterministic forecasting results for game workflows in retail scenarios. Optimized for strict mode.,low,none,pro,Forecasting,strict,forecasting|game,75,21.08
Signal Map Horizon Retail 2116 Creative,game.gen-game-signal-map-horizon-retail-2116.creative,Magnexis APIHub > Game,api-game-gen-game-signal-map-horizon-retail-2116-creative,game,Signal Map Horizon Retail 2116 orchestrates deterministic forecasting results for game workflows in retail scenarios. Optimized for creative mode.,low,none,pro,Forecasting,creative,creative|forecasting,75,20.66
Signal Map Horizon Retail 2116 Compact,game.gen-game-signal-map-horizon-retail-2116.compact,Magnexis APIHub > Game,api-game-gen-game-signal-map-horizon-retail-2116-compact,game,Signal Map Horizon Retail 2116 orchestrates deterministic forecasting results for game workflows in retail scenarios. Optimized for compact mode.,low,none,pro,Forecasting,compact,compact|forecasting,75,21.00
